,study.id,study.type,continent,study.yrs,exp.duration,yrs,lat,long,elevation ,map,mat,phot,dom.plant,plant.life,plant.season,aridity.index,Aridity Index,humid,clim,PET,MAP.clim,MAT.clim,system,sub.system,soil.class,sand,clay,silt,starting.bD,starting.bD.units,reps.exp,reps.control,graz.exp.rate,graz.control.rate,graz.exp.strat,graz.control.strat,animal1.exp.rate,animal1.exp,animal2.exp.rate,animal2.exp,animal1.control.rate,animal1.control,animal2.control.rate,animal2.control,animal.unit,animal.rate.unit,soil.upper,soil.lower,soil.dept,meanBD.exp,sdBD.exp,seBD.exp,meanBD.control,sdBD.control,seBD.control,BD.units,BD?,meanSOC.exp,sdSOC.exp,seSOC.exp,meanSOC.control,sdSOC.control,seSOC.control,SOC.units,meanSOC.exp.gkg,sdSOC.exp.gkg,seSOC.exp.gkg,meanSOC.control.gkg,sdSOC.control.gkg,seSOC.control.gkg,SOC.units,SOC?,seWHC.exp,meanWHC.control,seWHC.control,WHC.units,meanSOM.exp,sdSOM.exp,seSOM.exp,meanSOM.control,sdSOM.control,seSOM.control,SOM.units,meanSOM.exp.gkg,sdSOM.exp.gkg,seSOM.exp.gkg,meanSOM.control.gkg,sdSOM.control.gkg,seSOM.control.gkg,SOM.units.gkg,meanCN.exp,sdCN.exp,seCN.exp,meanCN.control,sdCN.control,seCN.control,CN.units,CN?,meanTN.exp,sdTN.exp,seTN.exp,meanTN.control,sdTN.control,seTN.control,TN.units,meanTN.exp.gkg,sdTN.exp.gkg,seTN.exp.gkg,meanTN.control.gkg,sdTN.control.gkg,seTN.control.gkg,TN.units,meanN2O.exp,seN2O.exp,meanN2O.control,seN2O.control,N2O.units,meanCO2.exp,seCO2.exp,meanCO2.control,seCO2.control,CO2.units,meanER.exp,seER.exp,meanER.control,seER.control,ER.units,meanNPP.exp,sdNPP.exp,seNPP.exp,meanNPP.control,sdNPP.control,seNPP.control,NPP.units,Notes
,126,article,south america,8,8,2,-21.306111,-48.316111,591,1230,21,,,perennial,warm,0.8366,0.8366,humid,warm,1598,1439,20.3,,,0,,,,,,5,5,,,cont,rotational,,,,,,,,,,,,5,1,,,,,,,g cm-3,0,29.66,0.497823723,0.222633537,33.56,0.734698447,0.328567134,mg g-1 dry soil,29.66,0.497823723,0.222633537,33.56,0.734698447,0.328567134,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,1,1,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,none,low,none,cont,100,yak,,sheep,66,yak,,sheep,% biomass of G0,,0,15,2,1.353530193,0.363900552,0.162741274,1.354158037,0.635559959,0.127111992,g cm-3,1,0.47646,0.128097665,0.057287017,0.375645,0.078846022,0.035261013,g m-2,0.042993533,0.003107654,0.000621531,0.03391218,0.003340758,0.000298807,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,1,1,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,none,moderate,none,cont,100,yak,,sheep,55,yak,,sheep,% biomass of G0,,0,15,2,1.353530193,0.363900552,0.162741274,1.354511785,0.842086856,0.168417371,g cm-3,1,0.47646,0.128097665,0.057287017,0.318863,0.088652957,0.039646808,g m-2,0.042993533,0.003107654,0.000621531,0.028793579,0.004976899,0.000445147,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,1,1,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,none,heavy,none,cont,100,yak,,sheep,30,yak,,sheep,% biomass of G0,,0,15,2,1.353530193,0.363900552,0.162741274,1.355771945,2.04583146,0.409166292,g cm-3,1,0.47646,0.128097665,0.057287017,0.116708713,0.078759235,0.035222201,g m-2,0.042993533,0.003107654,0.000621531,0.010548693,0.010741875,0.000960782,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,1,1,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,low,moderate,cont,cont,66,yak,,sheep,55,yak,,sheep,% biomass of G0,,0,15,2,1.354158037,0.284231054,0.127111992,1.354511785,0.842086856,0.168417371,g cm-3,1,0.375645,0.078846022,0.035261013,0.318863,0.088652957,0.039646808,g m-2,0.03391218,0.001494033,0.000298807,0.028793579,0.004976899,0.000445147,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,1,1,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,low,heavy,cont,cont,66,yak,,sheep,30,yak,,sheep,% biomass of G0,,0,15,2,1.354158037,0.284231054,0.127111992,1.355771945,2.04583146,0.409166292,g cm-3,1,0.375645,0.078846022,0.035261013,0.116708713,0.078759235,0.035222201,g m-2,0.03391218,0.001494033,0.000298807,0.010548693,0.010741875,0.000960782,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,1,1,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,moderate,heavy,cont,cont,55,yak,,sheep,30,yak,,sheep,% biomass of G1,,0,15,2,1.354511785,0.376592691,0.168417371,1.355771945,2.04583146,0.409166292,g cm-3,1,0.318863,0.088652957,0.039646808,0.116708713,0.078759235,0.035222201,g m-2,0.028793579,0.002225737,0.000445147,0.010548693,0.010741875,0.000960782,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,2,2,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,none,low,none,cont,100,yak,,sheep,66,yak,,sheep,% biomass of G0,,0,15,2,1.352796967,0.291608665,0.130411359,1.353260289,0.745945202,0.14918904,g cm-3,1,0.594255773,0.128097665,0.057287017,0.519813701,0.128141058,0.057306423,g m-2,0.053593827,0.002490293,0.000498059,0.046896216,0.006372414,0.000569966,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,2,2,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,none,moderate,none,cont,100,yak,,sheep,55,yak,,sheep,% biomass of G0,,0,15,2,1.352796967,0.291608665,0.130411359,1.353750719,1.014404662,0.202880932,g cm-3,1,0.594255773,0.128097665,0.057287017,0.441044052,0.147798322,0.066097419,g m-2,0.053593827,0.002490293,0.000498059,0.039804247,0.009995154,0.000893994,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,2,2,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,none,heavy,none,cont,100,yak,,sheep,30,yak,,sheep,% biomass of G0,,0,15,2,1.352796967,0.291608665,0.130411359,1.355174684,1.405916385,0.281183277,g cm-3,1,0.594255773,0.128097665,0.057287017,0.212497574,0.098590073,0.044090821,g m-2,0.053593827,0.002490293,0.000498059,0.019198089,0.009240627,0.000826507,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,2,2,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,low,moderate,cont,cont,66,yak,,sheep,55,yak,,sheep,% biomass of G0,,0,15,2,1.353260289,0.333596836,0.14918904,1.353750719,1.014404662,0.202880932,g cm-3,1,0.519813701,0.128141058,0.057306423,0.441044052,0.147798322,0.066097419,g m-2,0.046896216,0.00284983,0.000569966,0.039804247,0.009995154,0.000893994,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,2,2,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,low,heavy,cont,cont,66,yak,,sheep,30,yak,,sheep,% biomass of G0,,0,15,2,1.353260289,0.333596836,0.14918904,1.355174684,1.405916385,0.281183277,g cm-3,1,0.519813701,0.128141058,0.057306423,0.212497574,0.098590073,0.044090821,g m-2,0.046896216,0.00284983,0.000569966,0.019198089,0.009240627,0.000826507,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,2,2,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,moderate,heavy,cont,cont,55,yak,,sheep,30,yak,,sheep,% biomass of G1,,0,15,2,1.353750719,0.453655556,0.202880932,1.355174684,1.405916385,0.281183277,g cm-3,1,0.441044052,0.147798322,0.066097419,0.212497574,0.098590073,0.044090821,g m-2,0.039804247,0.004469969,0.000893994,0.019198089,0.009240627,0.000826507,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,3,3,2,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,none,low,none,cont,100,yak,,sheep,66,yak,,sheep,% biomass of G0,,0,15,2,1.352721976,0.505565799,0.226095899,1.353349324,1.120387661,0.224077532,g cm-3,1,0.606307006,0.22660095,0.101339026,0.505511353,0.187156243,0.083698816,g m-2,0.054677654,0.007637446,0.001527489,0.045608897,0.01397917,0.001250335,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,3,3,2,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,none,moderate,none,cont,100,yak,,sheep,55,yak,,sheep,% biomass of G0,,0,15,2,1.352721976,0.505565799,0.226095899,1.353647882,0.912555479,0.182511096,g cm-3,1,0.606307006,0.22660095,0.101339026,0.457558704,0.137947993,0.061692218,g m-2,0.054677654,0.007637446,0.001527489,0.041291558,0.008392346,0.000750634,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,3,3,2,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,none,heavy,none,cont,100,yak,,sheep,30,yak,,sheep,% biomass of G0,,0,15,2,1.352721976,0.505565799,0.226095899,1.355319377,1.734792129,0.346958426,g cm-3,1,0.606307006,0.22660095,0.101339026,0.189287794,0.108353614,0.048457209,g m-2,0.054677654,0.007637446,0.001527489,0.017103028,0.0125314,0.001120842,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,3,3,2,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,low,moderate,cont,cont,66,yak,,sheep,55,yak,,sheep,% biomass of G0,,0,15,2,1.353349324,0.501052594,0.224077532,1.353647882,0.912555479,0.182511096,g cm-3,1,0.505511353,0.187156243,0.083698816,0.457558704,0.137947993,0.061692218,g m-2,0.045608897,0.006251675,0.001250335,0.041291558,0.008392346,0.000750634,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,3,3,2,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,low,heavy,cont,cont,66,yak,,sheep,30,yak,,sheep,% biomass of G0,,0,15,2,1.353349324,0.501052594,0.224077532,1.355319377,1.734792129,0.346958426,g cm-3,1,0.505511353,0.187156243,0.083698816,0.189287794,0.108353614,0.048457209,g m-2,0.045608897,0.006251675,0.001250335,0.017103028,0.0125314,0.001120842,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,3,3,2,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,moderate,heavy,cont,cont,55,yak,,sheep,30,yak,,sheep,% biomass of G1,,0,15,2,1.353647882,0.408107217,0.182511096,1.355319377,1.734792129,0.346958426,g cm-3,1,0.457558704,0.137947993,0.061692218,0.189287794,0.108353614,0.048457209,g m-2,0.041291558,0.003753171,0.000750634,0.017103028,0.0125314,0.001120842,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,1,1,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,low,none,cont,none,,,,,,,,,,,,15,2,1.354158037,0.635559959,0.127111992,1.353530193,0.363900552,0.162741274,g cm-3,1,29.66,0.497823723,0.222633537,0.47646,0.128097665,0.057287017,g m-2,0.03391218,0.003340758,0.000298807,0.042993533,0.003107654,0.000621531,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,1,1,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,moderate,none,cont,none,,,,,,,,,,,,15,2,1.354511785,0.842086856,0.168417371,1.353530193,0.363900552,0.162741274,g cm-3,1,0.375645,0.078846022,0.035261013,0.47646,0.128097665,0.057287017,g m-2,0.028793579,0.004976899,0.000445147,0.042993533,0.003107654,0.000621531,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,1,1,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,heavy,none,cont,none,,,,,,,,,,,,15,2,1.355771945,2.04583146,0.409166292,1.353530193,0.363900552,0.162741274,g cm-3,1,0.318863,0.088652957,0.039646808,0.47646,0.128097665,0.057287017,g m-2,0.010548693,0.010741875,0.000960782,0.042993533,0.003107654,0.000621531,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,1,1,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,moderate,low,cont,cont,,,,,,,,,,,,15,2,1.354511785,0.842086856,0.168417371,1.354158037,0.284231054,0.127111992,g cm-3,1,0.116708713,0.078759235,0.035222201,0.375645,0.078846022,0.035261013,g m-2,0.028793579,0.004976899,0.000445147,0.03391218,0.001494033,0.000298807,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,1,1,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,heavy,low,cont,cont,,,,,,,,,,,,15,2,1.355771945,2.04583146,0.409166292,1.354158037,0.284231054,0.127111992,g cm-3,1,0.318863,0.088652957,0.039646808,0.375645,0.078846022,0.035261013,g m-2,0.010548693,0.010741875,0.000960782,0.03391218,0.001494033,0.000298807,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,1,1,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,heavy,moderate,cont,cont,,,,,,,,,,,,15,2,1.355771945,2.04583146,0.409166292,1.354511785,0.376592691,0.168417371,g cm-3,1,0.116708713,0.078759235,0.035222201,0.318863,0.088652957,0.039646808,g m-2,0.010548693,0.010741875,0.000960782,0.028793579,0.002225737,0.000445147,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,2,2,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,low,none,cont,none,,,,,,,,,,,,15,2,1.353260289,0.745945202,0.14918904,1.352796967,0.291608665,0.130411359,g cm-3,1,0.116708713,0.078759235,0.035222201,0.594255773,0.128097665,0.057287017,g m-2,0.046896216,0.006372414,0.000569966,0.053593827,0.002490293,0.000498059,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,2,2,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,moderate,none,cont,none,,,,,,,,,,,,15,2,1.353750719,1.014404662,0.202880932,1.352796967,0.291608665,0.130411359,g cm-3,1,0.519813701,0.128141058,0.057306423,0.594255773,0.128097665,0.057287017,g m-2,0.039804247,0.009995154,0.000893994,0.053593827,0.002490293,0.000498059,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,2,2,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,heavy,none,cont,none,,,,,,,,,,,,15,2,1.355174684,1.405916385,0.281183277,1.352796967,0.291608665,0.130411359,g cm-3,1,0.441044052,0.147798322,0.066097419,0.594255773,0.128097665,0.057287017,g m-2,0.019198089,0.009240627,0.000826507,0.053593827,0.002490293,0.000498059,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,2,2,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,moderate,low,cont,cont,,,,,,,,,,,,15,2,1.353750719,1.014404662,0.202880932,1.353260289,0.333596836,0.14918904,g cm-3,1,0.212497574,0.098590073,0.044090821,0.519813701,0.128141058,0.057306423,g m-2,0.039804247,0.009995154,0.000893994,0.046896216,0.00284983,0.000569966,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,2,2,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,heavy,low,cont,cont,,,,,,,,,,,,15,2,1.355174684,1.405916385,0.281183277,1.353260289,0.333596836,0.14918904,g cm-3,1,0.441044052,0.147798322,0.066097419,0.519813701,0.128141058,0.057306423,g m-2,0.019198089,0.009240627,0.000826507,0.046896216,0.00284983,0.000569966,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,2,2,1,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,heavy,moderate,cont,cont,,,,,,,,,,,,15,2,1.355174684,1.405916385,0.281183277,1.353750719,0.453655556,0.202880932,g cm-3,1,0.212497574,0.098590073,0.044090821,0.441044052,0.147798322,0.066097419,g m-2,0.019198089,0.009240627,0.000826507,0.039804247,0.004469969,0.000893994,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,3,3,2,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,low,none,cont,none,,,,,,,,,,,,15,2,1.353349324,1.120387661,0.224077532,1.352721976,0.505565799,0.226095899,g cm-3,1,0.212497574,0.098590073,0.044090821,0.606307006,0.22660095,0.101339026,g m-2,0.045608897,0.01397917,0.001250335,0.054677654,0.007637446,0.001527489,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,3,3,2,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,moderate,none,cont,none,,,,,,,,,,,,15,2,1.353647882,0.912555479,0.182511096,1.352721976,0.505565799,0.226095899,g cm-3,1,0.505511353,0.187156243,0.083698816,0.606307006,0.22660095,0.101339026,g m-2,0.041291558,0.008392346,0.000750634,0.054677654,0.007637446,0.001527489,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,3,3,2,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,heavy,none,cont,none,,,,,,,,,,,,15,2,1.355319377,1.734792129,0.346958426,1.352721976,0.505565799,0.226095899,g cm-3,1,0.457558704,0.137947993,0.061692218,0.606307006,0.22660095,0.101339026,g m-2,0.017103028,0.0125314,0.001120842,0.054677654,0.007637446,0.001527489,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,3,3,2,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,moderate,low,cont,cont,,,,,,,,,,,,15,2,1.353647882,0.912555479,0.182511096,1.353349324,0.501052594,0.224077532,g cm-3,1,0.189287794,0.108353614,0.048457209,0.505511353,0.187156243,0.083698816,g m-2,0.041291558,0.008392346,0.000750634,0.045608897,0.006251675,0.001250335,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,3,3,2,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,heavy,low,cont,cont,,,,,,,,,,,,15,2,1.355319377,1.734792129,0.346958426,1.353349324,0.501052594,0.224077532,g cm-3,1,0.457558704,0.137947993,0.061692218,0.505511353,0.187156243,0.083698816,g m-2,0.017103028,0.0125314,0.001120842,0.045608897,0.006251675,0.001250335,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,130,article,asia,3,3,2,35.983333,102,3500,620,5.1,,,perennial,cool,0.4211,0.4211,arid,warm,1002,405,5.1,,,0,,,,,,5,5,heavy,moderate,cont,cont,,,,,,,,,,,,15,2,1.355319377,1.734792129,0.346958426,1.353647882,0.408107217,0.182511096,g cm-3,1,0.189287794,0.108353614,0.048457209,0.457558704,0.137947993,0.061692218,g m-2,0.017103028,0.0125314,0.001120842,0.041291558,0.003753171,0.000750634,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,134,article,australia,33,33,2,-16.1181,130.9578,,680,24.8,,,,warm,0.3597,0.3597,arid,warm,2046,647,25.7,,,0,,,,,,4,4,,,cont,none,,,,,,,,,,,0,15,2,,,,,,,,0,1.08,0.48,0.24,1.55,0.76,0.38,%,10.8,4.8,2.4,15.5,7.6,3.8,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.44,0.032,0.016,0.077,0.046,0.023,%,4.4,0.32,0.16,0.77,0.46,0.23,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,134,article,australia,33,33,2,-16.1181,130.9578,,680,24.8,,,,warm,0.3597,0.3597,arid,warm,2046,647,25.7,,,0,,,,,,4,4,,,cont,none,,,,,,,,,,,0,15,2,,,,,,,,0,1.28,1.06,0.53,1.58,0.86,0.43,%,12.8,10.6,5.3,15.8,8.6,4.3,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,0.068,0.034,0.108,0.046,0.023,%,1,0.68,0.34,1.08,0.46,0.23,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,134,article,australia,33,33,2,-16.1181,130.9578,,680,24.8,,,,warm,0.3597,0.3597,arid,warm,2046,647,25.7,,,0,,,,,,4,4,,,none,cont,,,,,,,,,,,,15,2,,,,,,,g cm-3,0,0.189287794,0.108353614,0.048457209,1.08,0.48,0.24,%,15.5,7.6,3.8,10.8,4.8,2.4,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.077,0.046,0.023,0.44,0.032,0.016,g kg-1,0.77,0.46,0.23,4.4,0.32,0.16,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,134,article,australia,33,33,2,-16.1181,130.9578,,680,24.8,,,,warm,0.3597,0.3597,arid,warm,2046,647,25.7,,,0,,,,,,4,4,,,none,cont,,,,,,,,,,,,15,2,,,,,,,g cm-3,0,1.55,0.76,0.38,1.28,1.06,0.53,%,15.8,8.6,4.3,12.8,10.6,5.3,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.108,0.046,0.023,0.1,0.068,0.034,g kg-1,1.08,0.46,0.23,1,0.68,0.34,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,136,article,north america,9,9,2,33.266667,-98.133333,198,820,18.1,,,perennial,cool,0.5438,0.5438,sub-humid,warm,1449,792,15.4,,,5,70,14,16,,,3,3,heavy,low,cont,cont,14,cow,,,27,cow,,,animal unit 100 ha-1,,0,15,2,1.06,0.056597068,0.032676332,0.98,0.058040315,0.033509592,g cm-3,1,1.392,0.030473785,0.017594048,1.8792,0.031541144,0.018210288,%,13.92,0.304737854,0.175940482,18.792,0.315411443,0.182102882,g kg-1,1,,,,,2.4,,,3.24,,,%,24,0,0,32.4,0,0,g kg-1,,,,,,,,0,6.49,0.273019057,0.157627626,5.28,0.192810344,0.111319104,kg ha-1,0.004586267,1.03E-05,3.43E-06,0.0034496,7.46E-06,2.49E-06,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
