,study.id,study.type,continent,study.yrs,exp.duration,yrs,lat,long,elevation ,map,mat,phot,dom.plant,plant.life,plant.season,aridity.index,Aridity Index,humid,clim,PET,MAP.clim,MAT.clim,system,sub.system,soil.class,sand,clay,silt,starting.bD,starting.bD.units,reps.exp,reps.control,graz.exp.rate,graz.control.rate,graz.exp.strat,graz.control.strat,animal1.exp.rate,animal1.exp,animal2.exp.rate,animal2.exp,animal1.control.rate,animal1.control,animal2.control.rate,animal2.control,animal.unit,animal.rate.unit,soil.upper,soil.lower,soil.dept,meanBD.exp,sdBD.exp,seBD.exp,meanBD.control,sdBD.control,seBD.control,BD.units,BD?,meanSOC.exp,sdSOC.exp,seSOC.exp,meanSOC.control,sdSOC.control,seSOC.control,SOC.units,meanSOC.exp.gkg,sdSOC.exp.gkg,seSOC.exp.gkg,meanSOC.control.gkg,sdSOC.control.gkg,seSOC.control.gkg,SOC.units,SOC?,seWHC.exp,meanWHC.control,seWHC.control,WHC.units,meanSOM.exp,sdSOM.exp,seSOM.exp,meanSOM.control,sdSOM.control,seSOM.control,SOM.units,meanSOM.exp.gkg,sdSOM.exp.gkg,seSOM.exp.gkg,meanSOM.control.gkg,sdSOM.control.gkg,seSOM.control.gkg,SOM.units.gkg,meanCN.exp,sdCN.exp,seCN.exp,meanCN.control,sdCN.control,seCN.control,CN.units,CN?,meanTN.exp,sdTN.exp,seTN.exp,meanTN.control,sdTN.control,seTN.control,TN.units,meanTN.exp.gkg,sdTN.exp.gkg,seTN.exp.gkg,meanTN.control.gkg,sdTN.control.gkg,seTN.control.gkg,TN.units,meanN2O.exp,seN2O.exp,meanN2O.control,seN2O.control,N2O.units,meanCO2.exp,seCO2.exp,meanCO2.control,seCO2.control,CO2.units,meanER.exp,seER.exp,meanER.control,seER.control,ER.units,meanNPP.exp,sdNPP.exp,seNPP.exp,meanNPP.control,sdNPP.control,seNPP.control,NPP.units,Notes
,26,article,south america,20,20,2,-41.206125,-70.955476,670,360,8.25,c3,poaceae,perennial,cool,0.6301,0.6301,sub-humid,warm,941,502,7.1,meadow,,0,,,,,,3,3,heavy,low,cont,cont,,,,,,,,,,,0,20,2,1.1,0.2,0.115470054,0.9,0.1,0.057735027,g cm-3,1,16,5,2.886751346,30,5,1.341640786, g kg-1,20,5,2.886751346,30,5,2.886751346,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,26,article,south america,20,20,2,-41.206125,-70.955476,670,360,8.25,c3,poaceae,perennial,cool,0.6301,0.6301,sub-humid,warm,941,502,7.1,meadow,,0,,,,,,3,3,heavy,low,cont,cont,,,,,,,,,,,20,40,3,1.1,0.1,0.057735027,1.2,0.064072152,0.057735027,g cm-3,1,20,5,2.886751346,19,5,1.341640786, g kg-1,14,2,1.154700538,19,5,2.886751346,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,26,article,south america,20,20,2,-41.206125,-70.955476,670,360,8.25,c3,poaceae,perennial,cool,0.6301,0.6301,sub-humid,warm,941,502,7.1,meadow,,0,,,,,,3,3,heavy,low,cont,cont,,,,,,,,,,,40,70,4,1.5,0.088837217,0.051290191,1.5,0.08009019,0.057735027,g cm-3,1,14,2,1.154700538,11,1,3, g kg-1,9,1,0.577350269,11,1,0.577350269,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,26,article,south america,20,20,2,-41.206125,-70.955476,670,360,8.25,c3,poaceae,perennial,cool,0.6301,0.6301,sub-humid,warm,941,502,7.1,meadow,,0,,,,,,3,3,heavy,low,cont,cont,,,,,,,,,,,70,100,4,1.5,0.088837217,0.051290191,1.5,0.032838131,0.018959104,g cm-3,1,9,1,0.577350269,9,1,3, g kg-1,7,,,9,1,0.577350269,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,g kg-1,,,,,,,g kg-1,0,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,46,49,10,,,3,3,,,cont,none,,mixed,,,,none,,,LU km-2,,0,20,2,1.3,0.173205081,0.1,1,0.069282032,0.04,g cm-3,1,1,0.173205081,0.1,1.85,0.415692194,0.24,%,10,1.732050808,1,18.5,4.156921938,2.4,g kg-1,1,,,,,,,,,,,,,,,,,,,7.6,1.039230485,0.6,9.8,2.598076211,1.5,,1,0.13,0.017320508,0.01,0.21,0.069282032,0.04,%,1.3,0.173205081,0.1,2.1,0.692820323,0.4,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,46,49,10,,,3,3,,,cont,none,,mixed,,,,none,,,LU km-2,,21,40,3,1.5,0.138564065,0.08,1.1,0.08660254,0.05,g cm-3,1,0.9,0.155884573,0.09,0.94,0.173205081,0.1,%,9,1.558845727,0.9,9.4,1.732050808,1,g kg-1,1,,,,,,,,,,,,,,,,,,,6.2,1.039230485,0.6,9.1,2.424871131,1.4,,1,0.13,0.017320508,0.01,0.11,0.08660254,0.05,%,1.3,0.173205081,0.1,1.1,0.866025404,0.5,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,5,67,15,18,,,3,3,,,cont,none,,mixed,,,,none,,,LU km-2,,0,20,2,1.3,0.121243557,0.07,1.3,0.08660254,0.05,g cm-3,1,0.97,0.155884573,0.09,1.2,0.121243557,0.07,%,9.7,1.558845727,0.9,12,1.212435565,0.7,g kg-1,1,,,,,,,,,,,,,,,,,,,7.5,1.091192009,0.63,5.3,0.519615242,0.3,,1,0.13,0.017320508,0.01,0.23,0.08660254,0.05,%,1.3,0.173205081,0.1,2.3,0.866025404,0.5,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,5,67,15,18,,,3,3,,,cont,none,,mixed,,,,none,,,LU km-2,,21,40,3,1.3,0.08660254,0.05,1.4,0.069282032,0.04,g cm-3,1,0.72,0.190525589,0.11,0.77,0.034641016,0.02,%,7.2,1.905255888,1.1,7.7,0.346410162,0.2,g kg-1,1,,,,,,,,,,,,,,,,,,,7.9,1.247076581,0.72,5.4,0.640858799,0.37,,1,0.09,0.017320508,0.01,0.15,0.069282032,0.04,%,0.9,0.173205081,0.1,1.5,0.692820323,0.4,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,65,15,20,,,3,3,,,cont,none,,mixed,,,,none,,,LU km-2,,0,20,2,1.7,0.069282032,0.04,1.6,0.051961524,0.03,g cm-3,1,0.7,0.190525589,0.11,0.7,0.155884573,0.09,%,7,1.905255888,1.1,7,1.558845727,0.9,g kg-1,1,,,,,,,,,,,,,,,,,,,6,0.623538291,0.36,6.5,1.108512517,0.64,,1,0.12,0.034641016,0.02,0.12,0.051961524,0.03,%,1.2,0.346410162,0.2,1.2,0.519615242,0.3,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,65,15,20,,,3,3,,,cont,none,,mixed,,,,none,,,LU km-2,,21,40,3,1.5,0.069282032,0.04,1.8,0.08660254,0.05,g cm-3,1,0.47,0.08660254,0.05,0.46,0.103923048,0.06,%,4.7,0.866025404,0.5,4.6,1.039230485,0.6,g kg-1,1,,,,,,,,,,,,,,,,,,,5.8,0.415692194,0.24,7.6,1.247076581,0.72,,1,0.08,0.017320508,0.01,0.07,0.08660254,0.05,%,0.8,0.173205081,0.1,0.7,0.866025404,0.5,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,64,17,19,,,3,3,,,cont,none,,mixed,,,,none,,,LU km-2,,0,20,2,1.3,0.051961524,0.03,1.3,0.08660254,0.05,g cm-3,1,0.73,0.08660254,0.05,0.83,0.190525589,0.11,%,7.3,0.866025404,0.5,8.3,1.905255888,1.1,g kg-1,1,,,,,,,,,,,,,,,,,,,6,0.692820323,0.4,6.48,0.796743371,0.46,,1,0.13,0.034641016,0.02,0.13,0.08660254,0.05,%,1.3,0.346410162,0.2,1.3,0.866025404,0.5,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,64,17,19,,,3,3,,,cont,none,,mixed,,,,none,,,LU km-2,,21,40,3,1.4,0.069282032,0.04,1.1,0.103923048,0.06,g cm-3,1,0.48,0.051961524,0.03,0.45,0.069282032,0.04,%,4.8,0.519615242,0.3,4.5,0.692820323,0.4,g kg-1,1,,,,,,,,,,,,,,,,,,,6.3,0.554256258,0.32,6.82,0.969948452,0.56,,1,0.08,0.017320508,0.01,0.07,0.103923048,0.06,%,0.8,0.173205081,0.1,0.7,1.039230485,0.6,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,46,49,10,,,3,3,,,cont,none,,mixed,,,,none,,,LU km-2,,0,40,3,1.4,0.155884573,0.09,1.05,0.077942286,0.045,g cm-3,1,54.4,9.023984707,5.21,81,13.92568849,8.04,Mg ha-1,19.04,0.351675,0.117225,21.2625,0.27135,0.09045,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.4,0.588897275,0.34,9.2,2.286307066,1.32,Mg ha-1,2.59,0.02295,0.00765,2.415,0.04455,0.01485,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,46,49,10,,,3,3,,,cont,none,,mixed,,,,none,,,LU km-2,,0,40,3,1.3,0.103923048,0.06,1.35,0.077942286,0.045,g cm-3,1,40.4,2.667358244,1.54,43.3,4.5033321,2.6,Mg ha-1,13.13,0.0693,0.0231,14.61375,0.08775,0.02925,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.4,1.004589468,0.58,8.3,0.623538291,0.36,Mg ha-1,1.755,0.0261,0.0087,2.80125,0.01215,0.00405,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,5,67,15,18,,,3,3,,,cont,none,,mixed,,,,none,,,LU km-2,,0,40,3,1.6,0.069282032,0.04,1.7,0.069282032,0.04,g cm-3,1,35,5.230793439,3.02,38.3,5.663806141,3.27,Mg ha-1,14,0.0906,0.0302,16.2775,0.0981,0.0327,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.9,1.316358614,0.76,6,1.073871501,0.62,Mg ha-1,2.36,0.0228,0.0076,2.55,0.0186,0.0062,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,5,67,15,18,,,3,3,,,cont,none,,mixed,,,,none,,,LU km-2,,0,40,3,1.35,0.060621778,0.035,1.2,0.095262794,0.055,g cm-3,1,29.8,4.070319398,2.35,30.7,2.771281292,1.6,Mg ha-1,10.0575,0.0616875,0.0205625,9.21,0.066,0.022,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.5,0.969948452,0.56,5.1,0.640858799,0.37,Mg ha-1,1.51875,0.0147,0.0049,1.53,0.0152625,0.0050875,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,65,15,20,,,3,3,,,none,cont,,,,,,,,,,,,20,2,1,0.069282032,0.04,1.3,0.173205081,0.1,g cm-3,1,7,,,1,0.173205081,0.1,%,18.5,4.156921938,2.4,10,1.732050808,1,g kg-1,1,,,,,,,,,,,,,,,,,,,9.8,2.598076211,1.5,7.6,1.039230485,0.6,,1,0.21,0.069282032,0.04,0.13,0.017320508,0.01,g kg-1,2.1,0.692820323,0.4,1.3,0.173205081,0.1,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,65,15,20,,,3,3,,,none,cont,,,,,,,,,,,,40,3,1.1,0.08660254,0.05,1.5,0.138564065,0.08,g cm-3,1,1.85,0.415692194,0.24,0.9,0.155884573,0.09,%,9.4,1.732050808,1,9,1.558845727,0.9,g kg-1,1,,,,,,,,,,,,,,,,,,,9.1,2.424871131,1.4,6.2,1.039230485,0.6,,1,0.11,0.08660254,0.05,0.13,0.017320508,0.01,g kg-1,1.1,0.866025404,0.5,1.3,0.173205081,0.1,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,64,17,19,,,3,3,,,none,cont,,,,,,,,,,,,20,2,1.3,0.08660254,0.05,1.3,0.121243557,0.07,g cm-3,1,0.94,0.173205081,0.1,0.97,0.155884573,0.09,%,12,1.212435565,0.7,9.7,1.558845727,0.9,g kg-1,1,,,,,,,,,,,,,,,,,,,5.3,0.519615242,0.3,7.5,1.091192009,0.63,,1,0.23,0.08660254,0.05,0.13,0.017320508,0.01,g kg-1,2.3,0.866025404,0.5,1.3,0.173205081,0.1,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,64,17,19,,,3,3,,,none,cont,,,,,,,,,,,,40,3,1.4,0.069282032,0.04,1.3,0.08660254,0.05,g cm-3,1,1.2,0.121243557,0.07,0.72,0.190525589,0.11,%,7.7,0.346410162,0.2,7.2,1.905255888,1.1,g kg-1,1,,,,,,,,,,,,,,,,,,,5.4,0.640858799,0.37,7.9,1.247076581,0.72,,1,0.15,0.069282032,0.04,0.09,0.017320508,0.01,g kg-1,1.5,0.692820323,0.4,0.9,0.173205081,0.1,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,46,49,10,,,3,3,,,none,cont,,,,,,,,,,,,20,2,1.6,0.051961524,0.03,1.7,0.069282032,0.04,g cm-3,1,0.77,0.034641016,0.02,0.7,0.190525589,0.11,%,7,1.558845727,0.9,7,1.905255888,1.1,g kg-1,1,,,,,,,,,,,,,,,,,,,6.5,1.108512517,0.64,6,0.623538291,0.36,,1,0.12,0.051961524,0.03,0.12,0.034641016,0.02,g kg-1,1.2,0.519615242,0.3,1.2,0.346410162,0.2,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,46,49,10,,,3,3,,,none,cont,,,,,,,,,,,,40,3,1.8,0.08660254,0.05,1.5,0.069282032,0.04,g cm-3,1,0.7,0.155884573,0.09,0.47,0.08660254,0.05,%,4.6,1.039230485,0.6,4.7,0.866025404,0.5,g kg-1,1,,,,,,,,,,,,,,,,,,,7.6,1.247076581,0.72,5.8,0.415692194,0.24,,1,0.07,0.08660254,0.05,0.08,0.017320508,0.01,g kg-1,0.7,0.866025404,0.5,0.8,0.173205081,0.1,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,5,67,15,18,,,3,3,,,none,cont,,,,,,,,,,,,20,2,1.3,0.08660254,0.05,1.3,0.051961524,0.03,g cm-3,1,0.46,0.103923048,0.06,0.73,0.08660254,0.05,%,8.3,1.905255888,1.1,7.3,0.866025404,0.5,g kg-1,1,,,,,,,,,,,,,,,,,,,6.48,0.796743371,0.46,6,0.692820323,0.4,,1,0.13,0.08660254,0.05,0.13,0.034641016,0.02,g kg-1,1.3,0.866025404,0.5,1.3,0.346410162,0.2,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,5,67,15,18,,,3,3,,,none,cont,,,,,,,,,,,,40,3,1.1,0.103923048,0.06,1.4,0.069282032,0.04,g cm-3,1,0.83,0.190525589,0.11,0.48,0.051961524,0.03,%,4.5,0.692820323,0.4,4.8,0.519615242,0.3,g kg-1,1,,,,,,,,,,,,,,,,,,,6.82,0.969948452,0.56,6.3,0.554256258,0.32,,1,0.07,0.103923048,0.06,0.08,0.017320508,0.01,g kg-1,0.7,1.039230485,0.6,0.8,0.173205081,0.1,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,65,15,20,,,3,3,,,none,cont,,,,,,,,,,,,40,3,1.05,0.077942286,0.045,1.4,0.155884573,0.09,g cm-3,1,0.45,0.069282032,0.04,54.4,9.023984707,5.21,Mg ha-1,21.2625,0.27135,0.09045,19.04,0.351675,0.117225,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,9.2,2.286307066,1.32,7.4,0.588897275,0.34,g kg-1,2.415,0.04455,0.01485,2.59,0.02295,0.00765,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,65,15,20,,,3,3,,,none,cont,,,,,,,,,,,,40,3,1.35,0.077942286,0.045,1.3,0.103923048,0.06,g cm-3,1,81,13.92568849,8.04,40.4,2.667358244,1.54,Mg ha-1,14.61375,0.08775,0.02925,13.13,0.0693,0.0231,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,8.3,0.623538291,0.36,5.4,1.004589468,0.58,g kg-1,2.80125,0.01215,0.00405,1.755,0.0261,0.0087,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,64,17,19,,,3,3,,,none,cont,,,,,,,,,,,,40,3,1.7,0.069282032,0.04,1.6,0.069282032,0.04,g cm-3,1,43.3,4.5033321,2.6,35,5.230793439,3.02,Mg ha-1,16.2775,0.0981,0.0327,14,0.0906,0.0302,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1.073871501,0.62,5.9,1.316358614,0.76,g kg-1,2.55,0.0186,0.0062,2.36,0.0228,0.0076,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,29,article,africa,15,15,2,-4.673681,38.19125,1400,550,20,,,,cool,0.5717,0.5717,sub-humid,warm,1289,1051,14.3,rangeland,arid savanna,1,64,17,19,,,3,3,,,none,cont,,,,,,,,,,,,40,3,1.2,0.095262794,0.055,1.35,0.060621778,0.035,g cm-3,1,38.3,5.663806141,3.27,29.8,4.070319398,2.35,Mg ha-1,9.21,0.066,0.022,10.0575,0.0616875,0.0205625,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.1,0.640858799,0.37,4.5,0.969948452,0.56,g kg-1,1.53,0.0152625,0.0050875,1.51875,0.0147,0.0049,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
7,33,article,africa,10,10,2,-27.4634,23.434,1100,372,17.5,,mixed,mixed,cool,0.29,0.29,arid,warm,1631,430,16.9,rangeland,savanna,5,95.6,2.6,1.8,,,3,3,,,rotational,cont,14.2,,,,13.1,,,,ha LSU-1,,0,5,1,,,,,,,,0,13.7,0.5,0.288675135,2.4,0.03,0.017320508,g kg-1,13.7,0.5,0.288675135,2.4,0.03,0.017320508,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.04,0.023094011,0.2,,,g kg-1,1,0.04,0.004170288,0.2,,,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
8,33,article,africa,10,10,2,-27.4634,23.434,1100,372,17.5,,mixed,mixed,cool,0.29,0.29,arid,warm,1631,430,16.9,rangeland,savanna,5,95.6,2.6,1.8,,,3,3,,,rotational,cont,14.2,,,,13.1,,,,ha LSU-1,,5,10,1,,,,,,,,0,11.3,0.3,0.173205081,1.3,0.1,0.057735027,g kg-1,11.3,0.3,0.173205081,1.3,0.1,0.057735027,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.03,0.017320508,0.2,0.01,0.005773503,g kg-1,1,0.03,0.003127716,0.2,0.01,0.005773503,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
9,33,article,africa,10,10,2,-27.4634,23.434,1100,372,17.5,,mixed,mixed,cool,0.29,0.29,arid,warm,1631,430,16.9,rangeland,savanna,5,95.6,2.6,1.8,,,3,3,,,rotational,cont,14.2,,,,13.1,,,,ha LSU-1,,10,20,2,,,,,,,,0,4.2,0.1,0.057735027,1,0.1,0.057735027,g kg-1,4.2,0.1,0.057735027,1,0.1,0.057735027,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,,,0.01,,,g kg-1,0.4,,,0.01,,,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,33,article,africa,10,10,2,-27.4634,23.434,1100,372,17.5,,mixed,mixed,cool,0.29,0.29,arid,warm,1631,430,16.9,rangeland,savanna,5,97.1,2.6,1.1,,,3,3,,,rotational,cont,14.2,,,,13.1,,,,ha LSU-1,,0,5,1,1.54,0.03,0.017320508,1.6,0.02,0.011547005,g cm-3,1,4.8,0.16,0.092376043,2.2,0.1,0.057735027,g kg-1,4.8,0.16,0.092376043,2.2,0.1,0.057735027,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.38,0.01,0.005773503,0.02,,,g kg-1,0.38,0.01,0.001042572,0.02,,,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,33,article,africa,10,10,2,-27.4634,23.434,1100,372,17.5,,mixed,mixed,cool,0.29,0.29,arid,warm,1631,430,16.9,rangeland,savanna,5,97.1,2.6,1.1,,,3,3,,,rotational,cont,14.2,,,,13.1,,,,ha LSU-1,,5,10,1,1.58,0.084361667,0.048706231,1.6,0.03,0.017320508,g cm-3,1,2.9,0.1,0.057735027,1.5,0.03,0.017320508,g kg-1,2.9,0.1,0.057735027,1.5,0.03,0.017320508,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.25,0.01,0.005773503,0.1,0.03,0.017320508,g kg-1,0.25,0.01,0.001042572,0.1,0.03,0.017320508,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,33,article,africa,10,10,2,-27.4634,23.434,1100,372,17.5,,mixed,mixed,cool,0.29,0.29,arid,warm,1631,430,16.9,rangeland,savanna,5,97.1,2.6,1.1,,,3,3,,,rotational,cont,14.2,,,,13.1,,,,ha LSU-1,,10,20,2,1.58,0.04,0.023094011,1.56,0.02,0.011547005,g cm-3,1,1.4,,,1.4,0.1,0.057735027,g kg-1,1.4,,,1.4,0.1,0.057735027,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.07,,,0.1,0.03,0.017320508,g kg-1,0.07,,,0.1,0.03,0.017320508,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,33,article,africa,10,10,2,-27.4634,23.434,1100,372,17.5,,mixed,mixed,cool,0.29,0.29,arid,warm,1631,430,16.9,rangeland,savanna,5,96.6,2.95,1.1,,,3,3,,,rotational,cont,14.2,,,,13.1,,,,ha LSU-1,,0,5,1,1.56,0.02,0.011547005,1.5,0.05,0.028867513,g cm-3,1,1.9,0.05,0.028867513,3.4,0.5,0.288675135,g kg-1,1.9,0.05,0.028867513,3.4,0.5,0.288675135,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,0.2,,,g kg-1,0.1,,,0.2,,,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,33,article,africa,10,10,2,-27.4634,23.434,1100,372,17.5,,mixed,mixed,cool,0.29,0.29,arid,warm,1631,430,16.9,rangeland,savanna,5,96.6,2.95,1.1,,,3,3,,,rotational,cont,14.2,,,,13.1,,,,ha LSU-1,,5,10,1,1.55,0.09,0.051961524,1.6,0.03,0.017320508,g cm-3,1,1.5,1.2,0.692820323,2.2,0.1,0.057735027,g kg-1,1.5,1.2,0.692820323,2.2,0.1,0.057735027,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,0.2,0.04,0.023094011,g kg-1,0.1,,,0.2,0.04,0.023094011,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,33,article,africa,10,10,2,-27.4634,23.434,1100,372,17.5,,mixed,mixed,cool,0.29,0.29,arid,warm,1631,430,16.9,rangeland,savanna,5,96.6,2.95,1.1,,,3,3,,,rotational,cont,14.2,,,,13.1,,,,ha LSU-1,,10,20,2,1.54,0.09,0.051961524,1.5,0.05,0.028867513,g cm-3,1,1.3,,,1.7,0.1,0.057735027,g kg-1,1.3,,,1.7,0.1,0.057735027,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.05,,,0.2,0.05,0.028867513,g kg-1,0.05,,,0.2,0.05,0.028867513,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,33,article,africa,10,10,2,-27.4634,23.434,1100,372,17.5,,mixed,mixed,cool,0.29,0.29,arid,warm,1631,430,16.9,rangeland,savanna,5,94.7,3.9,1.8,,,3,3,,,rotational,cont,14.2,,,,13.1,,,,ha LSU-1,,0,5,1,1.53,0.08,0.046188022,1.55,0.03,0.017320508,g cm-3,1,2.7,0.07,0.040414519,3,1.2,0.692820323,g kg-1,2.7,0.07,0.040414519,3,1.2,0.692820323,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0.04,0.023094011,0.2,0.01,0.005773503,g kg-1,0.2,0.04,0.004170288,0.2,0.01,0.005773503,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
